complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS03789,We need an automated digital technology system for fish pond water contamination & disease (smart civic infrastructure & sensor analytics) to monitor continuously.,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),Fishery Department,Service Delivery,University R&D
SS03790,Is fish pond water contamination & disease problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),Fishery Department,Service Delivery,University R&D
SS03791,नवीनतम तकनीक और एआई मॉडल के माध्यम से fish pond water contamination & disease का स्वचालित समाधान किया जाना चाहिए।,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Fishery Department,Service Delivery,University R&D
SS03792,need AI and IoT smart technology solution for fish pond water contamination & disease,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Fishery Department,Service Delivery,University R&D
SS03793,Developing an offline smart system for fish pond water contamination & disease will eliminate manual delays.,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Fishery Department,Service Delivery,University R&D
SS03794,University student startup project required for fish pond water contamination & disease technological innovation.,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),Fishery Department,Service Delivery,University R&D
SS03795,Abhi तुरंत department emergency team bheje for fish pond water contamination & disease aur future ke liye early warning technology setup karein.,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Fishery Department,Service Delivery,Govt Action + University R&D
SS03796,Har monsoon/season fish pond water contamination & disease me ye issue hota hai. Immediate repair along with long-term technological innovation.,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Fishery Department,Service Delivery,Govt Action + University R&D
SS03797,प्रशासन से तुरंत fish pond water contamination & disease के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Fishery Department,Service Delivery,Govt Action + University R&D
SS03798,urgent govt inspection today for fish pond water contamination & disease n smart AI tech for future plzz,Fishery & Aquaculture,Fish Pond Water Contamination & Disease,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Fishery Department,Service Delivery,Govt Action + University R&D
SS03799,"Lack of Cold Chain Transport for Fish Farmers in our village area is completely non-functional, urgent government action required.",Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,High,Persistent,No,None,150,Block Level (BDO),Fishery Department,Service Delivery,Repair / Staff Posting
SS03800,"Pichle 15 din se lack of cold chain transport for fish farmers ka dikkat ho raha hai, authority field team ko bheje.",Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,High,Occasional,No,None,3500,District Level (DC Office),Fishery Department,Service Delivery,Repair / Staff Posting
SS03801,हमारे पंचायत में lack of cold chain transport for fish farmers से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Medium,Persistent,No,None,1200,District Level (DC Office),Fishery Department,Service Delivery,Repair / Staff Posting
SS03802,lack of cold chain transport for fish farmers issue in ward 3 officer not picking up calls,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Low,Occasional,No,None,150,District Level (DC Office),Fishery Department,Service Delivery,Repair / Staff Posting
SS03803,gaov me lack of cold chain transport for fish farmers kharab h 2 mahine se koi sunne wala nahi h,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Medium,Occasional,No,None,450,Panchayat Level,Fishery Department,Service Delivery,Repair / Staff Posting
SS03804,Block level grievance filed for lack of cold chain transport for fish farmers last month but service is pending.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Low,One-time,No,None,150,State Department,Fishery Department,Service Delivery,Repair / Staff Posting
SS03805,Urgent maintenance team required for lack of cold chain transport for fish farmers near village center.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,High,One-time,No,None,3500,Panchayat Level,Fishery Department,Service Delivery,Repair / Staff Posting
SS03806,Public facility for lack of cold chain transport for fish farmers has been completely unmaintained for 3 months.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Low,Persistent,No,None,150,Panchayat Level,Fishery Department,Service Delivery,Repair / Staff Posting
SS03807,Gaon me lack of cold chain transport for fish farmers work left incomplete by local contractor.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Medium,Occasional,No,None,8500,Panchayat Level,Fishery Department,Service Delivery,Repair / Staff Posting
SS03808,"ग्राम पंचायत में lack of cold chain transport for fish farmers की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Government,Medium,Persistent,No,None,8500,Panchayat Level,Fishery Department,Service Delivery,Repair / Staff Posting
SS03809,We need an automated digital technology system for lack of cold chain transport for fish farmers (smart civic infrastructure & sensor analytics) to monitor continuously.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Fishery Department,Service Delivery,University R&D
SS03810,Is lack of cold chain transport for fish farmers problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),Fishery Department,Service Delivery,University R&D
SS03811,नवीनतम तकनीक और एआई मॉडल के माध्यम से lack of cold chain transport for fish farmers का स्वचालित समाधान किया जाना चाहिए।,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),Fishery Department,Service Delivery,University R&D
SS03812,need AI and IoT smart technology solution for lack of cold chain transport for fish farmers,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Fishery Department,Service Delivery,University R&D
SS03813,Developing an offline smart system for lack of cold chain transport for fish farmers will eliminate manual delays.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Fishery Department,Service Delivery,University R&D
SS03814,University student startup project required for lack of cold chain transport for fish farmers technological innovation.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Fishery Department,Service Delivery,University R&D
SS03815,Abhi तुरंत department emergency team bheje for lack of cold chain transport for fish farmers aur future ke liye early warning technology setup karein.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Fishery Department,Service Delivery,Govt Action + University R&D
SS03816,Har monsoon/season lack of cold chain transport for fish farmers me ye issue hota hai. Immediate repair along with long-term technological innovation.,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Fishery Department,Service Delivery,Govt Action + University R&D
SS03817,प्रशासन से तुरंत lack of cold chain transport for fish farmers के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Fishery Department,Service Delivery,Govt Action + University R&D
SS03818,urgent govt inspection today for lack of cold chain transport for fish farmers n smart AI tech for future plzz,Fishery & Aquaculture,Lack of Cold Chain Transport for Fish Farmers,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Fishery Department,Service Delivery,Govt Action + University R&D
SS03819,"Faulty Solar Irrigation Pumps & Battery Failure in our village area is completely non-functional, urgent government action required.",Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,High,Persistent,No,None,1200,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03820,"Pichle 15 din se faulty solar irrigation pumps & battery failure ka dikkat ho raha hai, authority field team ko bheje.",Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,High,Occasional,No,None,8500,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03821,हमारे पंचायत में faulty solar irrigation pumps & battery failure से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Medium,Persistent,No,None,150,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03822,faulty solar irrigation pumps & battery failure issue in ward 3 officer not picking up calls,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Low,Occasional,No,None,1200,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03823,gaov me faulty solar irrigation pumps & battery failure kharab h 2 mahine se koi sunne wala nahi h,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Medium,Occasional,No,None,1200,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03824,Block level grievance filed for faulty solar irrigation pumps & battery failure last month but service is pending.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Low,One-time,No,None,450,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03825,Urgent maintenance team required for faulty solar irrigation pumps & battery failure near village center.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,High,One-time,No,None,450,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03826,Public facility for faulty solar irrigation pumps & battery failure has been completely unmaintained for 3 months.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Low,Persistent,No,None,3500,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03827,Gaon me faulty solar irrigation pumps & battery failure work left incomplete by local contractor.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Medium,Occasional,No,None,3500,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03828,"ग्राम पंचायत में faulty solar irrigation pumps & battery failure की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Government,Medium,Persistent,No,None,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03829,We need an automated digital technology system for faulty solar irrigation pumps & battery failure (smart civic infrastructure & sensor analytics) to monitor continuously.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Energy Innovation Department,Service Delivery,University R&D
SS03830,Is faulty solar irrigation pumps & battery failure problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Energy Innovation Department,Service Delivery,University R&D
SS03831,नवीनतम तकनीक और एआई मॉडल के माध्यम से faulty solar irrigation pumps & battery failure का स्वचालित समाधान किया जाना चाहिए।,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Energy Innovation Department,Service Delivery,University R&D
SS03832,need AI and IoT smart technology solution for faulty solar irrigation pumps & battery failure,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Energy Innovation Department,Service Delivery,University R&D
SS03833,Developing an offline smart system for faulty solar irrigation pumps & battery failure will eliminate manual delays.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,Energy Innovation Department,Service Delivery,University R&D
SS03834,University student startup project required for faulty solar irrigation pumps & battery failure technological innovation.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Energy Innovation Department,Service Delivery,University R&D
SS03835,Abhi तुरंत department emergency team bheje for faulty solar irrigation pumps & battery failure aur future ke liye early warning technology setup karein.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03836,Har monsoon/season faulty solar irrigation pumps & battery failure me ye issue hota hai. Immediate repair along with long-term technological innovation.,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03837,प्रशासन से तुरंत faulty solar irrigation pumps & battery failure के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03838,urgent govt inspection today for faulty solar irrigation pumps & battery failure n smart AI tech for future plzz,Energy Innovation & Microgrids,Faulty Solar Irrigation Pumps & Battery Failure,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03839,"Unmaintained Off-Grid Solar Mini-Grids in our village area is completely non-functional, urgent government action required.",Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,High,Persistent,No,None,3500,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03840,"Pichle 15 din se unmaintained off-grid solar mini-grids ka dikkat ho raha hai, authority field team ko bheje.",Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,High,Occasional,No,None,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03841,हमारे पंचायत में unmaintained off-grid solar mini-grids से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Medium,Persistent,No,None,1200,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03842,unmaintained off-grid solar mini-grids issue in ward 3 officer not picking up calls,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Low,Occasional,No,None,150,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03843,gaov me unmaintained off-grid solar mini-grids kharab h 2 mahine se koi sunne wala nahi h,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Medium,Occasional,No,None,8500,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03844,Block level grievance filed for unmaintained off-grid solar mini-grids last month but service is pending.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Low,One-time,No,None,3500,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03845,Urgent maintenance team required for unmaintained off-grid solar mini-grids near village center.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,High,One-time,No,None,450,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03846,Public facility for unmaintained off-grid solar mini-grids has been completely unmaintained for 3 months.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Low,Persistent,No,None,1200,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03847,Gaon me unmaintained off-grid solar mini-grids work left incomplete by local contractor.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Medium,Occasional,No,None,450,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03848,"ग्राम पंचायत में unmaintained off-grid solar mini-grids की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Government,Medium,Persistent,No,None,150,Panchayat Level,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03849,We need an automated digital technology system for unmaintained off-grid solar mini-grids (smart civic infrastructure & sensor analytics) to monitor continuously.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,University R&D
SS03850,Is unmaintained off-grid solar mini-grids problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),Energy Innovation Department,Service Delivery,University R&D
SS03851,नवीनतम तकनीक और एआई मॉडल के माध्यम से unmaintained off-grid solar mini-grids का स्वचालित समाधान किया जाना चाहिए।,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,University R&D
SS03852,need AI and IoT smart technology solution for unmaintained off-grid solar mini-grids,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Energy Innovation Department,Service Delivery,University R&D
SS03853,Developing an offline smart system for unmaintained off-grid solar mini-grids will eliminate manual delays.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,University R&D
SS03854,University student startup project required for unmaintained off-grid solar mini-grids technological innovation.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Energy Innovation Department,Service Delivery,University R&D
SS03855,Abhi तुरंत department emergency team bheje for unmaintained off-grid solar mini-grids aur future ke liye early warning technology setup karein.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03856,Har monsoon/season unmaintained off-grid solar mini-grids me ye issue hota hai. Immediate repair along with long-term technological innovation.,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03857,प्रशासन से तुरंत unmaintained off-grid solar mini-grids के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03858,urgent govt inspection today for unmaintained off-grid solar mini-grids n smart AI tech for future plzz,Energy Innovation & Microgrids,Unmaintained Off-Grid Solar Mini-Grids,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03859,"Biomass Waste Utilization Deficit in our village area is completely non-functional, urgent government action required.",Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,High,Persistent,No,None,150,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03860,"Pichle 15 din se biomass waste utilization deficit ka dikkat ho raha hai, authority field team ko bheje.",Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,High,Occasional,No,None,1200,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03861,हमारे पंचायत में biomass waste utilization deficit से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Medium,Persistent,No,None,150,Panchayat Level,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03862,biomass waste utilization deficit issue in ward 3 officer not picking up calls,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Low,Occasional,No,None,150,State Department,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03863,gaov me biomass waste utilization deficit kharab h 2 mahine se koi sunne wala nahi h,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Medium,Occasional,No,None,1200,Panchayat Level,Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03864,Block level grievance filed for biomass waste utilization deficit last month but service is pending.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Low,One-time,No,None,3500,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03865,Urgent maintenance team required for biomass waste utilization deficit near village center.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,High,One-time,No,None,450,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03866,Public facility for biomass waste utilization deficit has been completely unmaintained for 3 months.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Low,Persistent,No,None,1200,District Level (DC Office),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03867,Gaon me biomass waste utilization deficit work left incomplete by local contractor.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Medium,Occasional,No,None,1200,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03868,"ग्राम पंचायत में biomass waste utilization deficit की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Government,Medium,Persistent,No,None,3500,Block Level (BDO),Energy Innovation Department,Service Delivery,Repair / Staff Posting
SS03869,We need an automated digital technology system for biomass waste utilization deficit (smart civic infrastructure & sensor analytics) to monitor continuously.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Energy Innovation Department,Service Delivery,University R&D
SS03870,Is biomass waste utilization deficit problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Energy Innovation Department,Service Delivery,University R&D
SS03871,नवीनतम तकनीक और एआई मॉडल के माध्यम से biomass waste utilization deficit का स्वचालित समाधान किया जाना चाहिए।,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,Energy Innovation Department,Service Delivery,University R&D
SS03872,need AI and IoT smart technology solution for biomass waste utilization deficit,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Energy Innovation Department,Service Delivery,University R&D
SS03873,Developing an offline smart system for biomass waste utilization deficit will eliminate manual delays.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Energy Innovation Department,Service Delivery,University R&D
SS03874,University student startup project required for biomass waste utilization deficit technological innovation.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Energy Innovation Department,Service Delivery,University R&D
SS03875,Abhi तुरंत department emergency team bheje for biomass waste utilization deficit aur future ke liye early warning technology setup karein.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03876,Har monsoon/season biomass waste utilization deficit me ye issue hota hai. Immediate repair along with long-term technological innovation.,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03877,प्रशासन से तुरंत biomass waste utilization deficit के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03878,urgent govt inspection today for biomass waste utilization deficit n smart AI tech for future plzz,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS03879,streetlight #17 near village school is broken and dark at night,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,Occasional,No,None,8500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03880,"Individual Broken Streetlight #17 Near School in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,High,Persistent,No,None,8500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03881,"Pichle 15 din se individual broken streetlight #17 near school ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,High,Occasional,No,None,1200,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03882,हमारे पंचायत में individual broken streetlight #17 near school से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Persistent,No,None,3500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
