complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area
SS00909,We need an automated digital technology system for real-time coal dust & tailings dam monitoring to monitor this issue continuously.,Environment & Natural Resources,Mining-Related Environmental Issues,Innovation,Medium,Recurring,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00910,Is problem ko permanently solve karne ke liye real-time coal dust & tailings dam monitoring ka low-cost sensor prototype chahiye.,Environment & Natural Resources,Mining-Related Environmental Issues,Innovation,Medium,Occasional,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00911,नवीनतम तकनीक और real-time coal dust & tailings dam monitoring के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Environment & Natural Resources,Mining-Related Environmental Issues,Innovation,High,Recurring,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00912,need AI and IoT smart solution for real-time coal dust & tailings dam monitoring,Environment & Natural Resources,Mining-Related Environmental Issues,Innovation,Low,One-time,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00913,Developing an offline smart system for real-time coal dust & tailings dam monitoring will eliminate manual delays.,Environment & Natural Resources,Mining-Related Environmental Issues,Innovation,Medium,Occasional,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00914,Abhi तुरंत department emergency team bheje aur future ke liye real-time coal dust & tailings dam monitoring ka early warning technology setup karein.,Environment & Natural Resources,Mining-Related Environmental Issues,Hybrid,High,Recurring,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00915,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of real-time coal dust & tailings dam monitoring.,Environment & Natural Resources,Mining-Related Environmental Issues,Hybrid,High,Persistent,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00916,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए real-time coal dust & tailings dam monitoring का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Environment & Natural Resources,Mining-Related Environmental Issues,Hybrid,High,Recurring,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00917,urgent govt inspection today n smart AI tech for real-time coal dust & tailings dam monitoring for future plzz,Environment & Natural Resources,Mining-Related Environmental Issues,Hybrid,High,Recurring,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00918,"Immediate administrative intervention needed now, accompanied by a university research solution for real-time coal dust & tailings dam monitoring.",Environment & Natural Resources,Mining-Related Environmental Issues,Hybrid,Medium,Occasional,Yes,Real-Time Coal Dust & Tailings Dam Monitoring
SS00919,The administrative service for biodiversity & wildlife is currently non-functional in our block.,Environment & Natural Resources,Biodiversity & Wildlife,Government,Medium,Persistent,No,None
SS00920,"Pichle 10 din se biodiversity & wildlife ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Environment & Natural Resources,Biodiversity & Wildlife,Government,High,Occasional,No,None
SS00921,हमारे पंचायत में biodiversity & wildlife से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Environment & Natural Resources,Biodiversity & Wildlife,Government,Medium,Persistent,No,None
SS00922,"biodiversity & wildlife issue in ward 5, officer not taking call",Environment & Natural Resources,Biodiversity & Wildlife,Government,Low,Occasional,No,None
SS00923,biodiversity & wildlife is broken n not wrking properly plzz resolve,Environment & Natural Resources,Biodiversity & Wildlife,Government,Medium,Occasional,No,None
SS00924,Block level grievance filed for biodiversity & wildlife last month but service is still pending.,Environment & Natural Resources,Biodiversity & Wildlife,Government,Low,One-time,No,None
SS00925,Urgent maintenance team required for biodiversity & wildlife near community market place.,Environment & Natural Resources,Biodiversity & Wildlife,Government,High,One-time,No,None
SS00926,We need an automated digital technology system for bio-acoustic forest wildlife population monitor to monitor this issue continuously.,Environment & Natural Resources,Biodiversity & Wildlife,Innovation,Medium,Recurring,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00927,Is problem ko permanently solve karne ke liye bio-acoustic forest wildlife population monitor ka low-cost sensor prototype chahiye.,Environment & Natural Resources,Biodiversity & Wildlife,Innovation,Medium,Occasional,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00928,नवीनतम तकनीक और bio-acoustic forest wildlife population monitor के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Environment & Natural Resources,Biodiversity & Wildlife,Innovation,High,Recurring,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00929,need AI and IoT smart solution for bio-acoustic forest wildlife population monitor,Environment & Natural Resources,Biodiversity & Wildlife,Innovation,Low,One-time,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00930,Developing an offline smart system for bio-acoustic forest wildlife population monitor will eliminate manual delays.,Environment & Natural Resources,Biodiversity & Wildlife,Innovation,Medium,Occasional,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00931,Abhi तुरंत department emergency team bheje aur future ke liye bio-acoustic forest wildlife population monitor ka early warning technology setup karein.,Environment & Natural Resources,Biodiversity & Wildlife,Hybrid,High,Recurring,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00932,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of bio-acoustic forest wildlife population monitor.,Environment & Natural Resources,Biodiversity & Wildlife,Hybrid,High,Persistent,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00933,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए bio-acoustic forest wildlife population monitor का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Environment & Natural Resources,Biodiversity & Wildlife,Hybrid,High,Recurring,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00934,urgent govt inspection today n smart AI tech for bio-acoustic forest wildlife population monitor for future plzz,Environment & Natural Resources,Biodiversity & Wildlife,Hybrid,High,Recurring,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00935,"Immediate administrative intervention needed now, accompanied by a university research solution for bio-acoustic forest wildlife population monitor.",Environment & Natural Resources,Biodiversity & Wildlife,Hybrid,Medium,Occasional,Yes,Bio-Acoustic Forest Wildlife Population Monitor
SS00936,The administrative service for climate & environmental monitoring is currently non-functional in our block.,Environment & Natural Resources,Climate & Environmental Monitoring,Government,Medium,Persistent,No,None
SS00937,"Pichle 10 din se climate & environmental monitoring ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Environment & Natural Resources,Climate & Environmental Monitoring,Government,High,Occasional,No,None
SS00938,हमारे पंचायत में climate & environmental monitoring से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Environment & Natural Resources,Climate & Environmental Monitoring,Government,Medium,Persistent,No,None
SS00939,"climate & environmental monitoring issue in ward 5, officer not taking call",Environment & Natural Resources,Climate & Environmental Monitoring,Government,Low,Occasional,No,None
SS00940,climate & environmental monitoring is broken n not wrking properly plzz resolve,Environment & Natural Resources,Climate & Environmental Monitoring,Government,Medium,Occasional,No,None
SS00941,Block level grievance filed for climate & environmental monitoring last month but service is still pending.,Environment & Natural Resources,Climate & Environmental Monitoring,Government,Low,One-time,No,None
SS00942,Urgent maintenance team required for climate & environmental monitoring near community market place.,Environment & Natural Resources,Climate & Environmental Monitoring,Government,High,One-time,No,None
SS00943,We need an automated digital technology system for micro-climate weather station & rainfall network to monitor this issue continuously.,Environment & Natural Resources,Climate & Environmental Monitoring,Innovation,Medium,Recurring,Yes,Micro-Climate Weather Station & Rainfall Network
SS00944,Is problem ko permanently solve karne ke liye micro-climate weather station & rainfall network ka low-cost sensor prototype chahiye.,Environment & Natural Resources,Climate & Environmental Monitoring,Innovation,Medium,Occasional,Yes,Micro-Climate Weather Station & Rainfall Network
SS00945,नवीनतम तकनीक और micro-climate weather station & rainfall network के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Environment & Natural Resources,Climate & Environmental Monitoring,Innovation,High,Recurring,Yes,Micro-Climate Weather Station & Rainfall Network
SS00946,need AI and IoT smart solution for micro-climate weather station & rainfall network,Environment & Natural Resources,Climate & Environmental Monitoring,Innovation,Low,One-time,Yes,Micro-Climate Weather Station & Rainfall Network
SS00947,Developing an offline smart system for micro-climate weather station & rainfall network will eliminate manual delays.,Environment & Natural Resources,Climate & Environmental Monitoring,Innovation,Medium,Occasional,Yes,Micro-Climate Weather Station & Rainfall Network
SS00948,Abhi तुरंत department emergency team bheje aur future ke liye micro-climate weather station & rainfall network ka early warning technology setup karein.,Environment & Natural Resources,Climate & Environmental Monitoring,Hybrid,High,Recurring,Yes,Micro-Climate Weather Station & Rainfall Network
SS00949,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of micro-climate weather station & rainfall network.,Environment & Natural Resources,Climate & Environmental Monitoring,Hybrid,High,Persistent,Yes,Micro-Climate Weather Station & Rainfall Network
SS00950,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए micro-climate weather station & rainfall network का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Environment & Natural Resources,Climate & Environmental Monitoring,Hybrid,High,Recurring,Yes,Micro-Climate Weather Station & Rainfall Network
SS00951,urgent govt inspection today n smart AI tech for micro-climate weather station & rainfall network for future plzz,Environment & Natural Resources,Climate & Environmental Monitoring,Hybrid,High,Recurring,Yes,Micro-Climate Weather Station & Rainfall Network
SS00952,"Immediate administrative intervention needed now, accompanied by a university research solution for micro-climate weather station & rainfall network.",Environment & Natural Resources,Climate & Environmental Monitoring,Hybrid,Medium,Occasional,Yes,Micro-Climate Weather Station & Rainfall Network
SS00953,The administrative service for public documents & certificates is currently non-functional in our block.,Government Services & Social Welfare,Public Documents & Certificates,Government,Medium,Persistent,No,None
SS00954,"Pichle 10 din se public documents & certificates ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Public Documents & Certificates,Government,High,Occasional,No,None
SS00955,हमारे पंचायत में public documents & certificates से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Public Documents & Certificates,Government,Medium,Persistent,No,None
SS00956,"public documents & certificates issue in ward 5, officer not taking call",Government Services & Social Welfare,Public Documents & Certificates,Government,Low,Occasional,No,None
SS00957,public documents & certificates is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Public Documents & Certificates,Government,Medium,Occasional,No,None
SS00958,Block level grievance filed for public documents & certificates last month but service is still pending.,Government Services & Social Welfare,Public Documents & Certificates,Government,Low,One-time,No,None
SS00959,Urgent maintenance team required for public documents & certificates near community market place.,Government Services & Social Welfare,Public Documents & Certificates,Government,High,One-time,No,None
SS00960,We need an automated digital technology system for document verification & automated extraction ai to monitor this issue continuously.,Government Services & Social Welfare,Public Documents & Certificates,Innovation,Medium,Recurring,Yes,Document Verification & Automated Extraction AI
SS00961,Is problem ko permanently solve karne ke liye document verification & automated extraction ai ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Public Documents & Certificates,Innovation,Medium,Occasional,Yes,Document Verification & Automated Extraction AI
SS00962,नवीनतम तकनीक और document verification & automated extraction ai के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Public Documents & Certificates,Innovation,High,Recurring,Yes,Document Verification & Automated Extraction AI
SS00963,need AI and IoT smart solution for document verification & automated extraction ai,Government Services & Social Welfare,Public Documents & Certificates,Innovation,Low,One-time,Yes,Document Verification & Automated Extraction AI
SS00964,Developing an offline smart system for document verification & automated extraction ai will eliminate manual delays.,Government Services & Social Welfare,Public Documents & Certificates,Innovation,Medium,Occasional,Yes,Document Verification & Automated Extraction AI
SS00965,Abhi तुरंत department emergency team bheje aur future ke liye document verification & automated extraction ai ka early warning technology setup karein.,Government Services & Social Welfare,Public Documents & Certificates,Hybrid,High,Recurring,Yes,Document Verification & Automated Extraction AI
SS00966,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of document verification & automated extraction ai.,Government Services & Social Welfare,Public Documents & Certificates,Hybrid,High,Persistent,Yes,Document Verification & Automated Extraction AI
SS00967,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए document verification & automated extraction ai का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Public Documents & Certificates,Hybrid,High,Recurring,Yes,Document Verification & Automated Extraction AI
SS00968,urgent govt inspection today n smart AI tech for document verification & automated extraction ai for future plzz,Government Services & Social Welfare,Public Documents & Certificates,Hybrid,High,Recurring,Yes,Document Verification & Automated Extraction AI
SS00969,"Immediate administrative intervention needed now, accompanied by a university research solution for document verification & automated extraction ai.",Government Services & Social Welfare,Public Documents & Certificates,Hybrid,Medium,Occasional,Yes,Document Verification & Automated Extraction AI
SS00970,The administrative service for pension & financial assistance is currently non-functional in our block.,Government Services & Social Welfare,Pension & Financial Assistance,Government,Medium,Persistent,No,None
SS00971,"Pichle 10 din se pension & financial assistance ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Pension & Financial Assistance,Government,High,Occasional,No,None
SS00972,हमारे पंचायत में pension & financial assistance से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Pension & Financial Assistance,Government,Medium,Persistent,No,None
SS00973,"pension & financial assistance issue in ward 5, officer not taking call",Government Services & Social Welfare,Pension & Financial Assistance,Government,Low,Occasional,No,None
SS00974,pension & financial assistance is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Pension & Financial Assistance,Government,Medium,Occasional,No,None
SS00975,Block level grievance filed for pension & financial assistance last month but service is still pending.,Government Services & Social Welfare,Pension & Financial Assistance,Government,Low,One-time,No,None
SS00976,Urgent maintenance team required for pension & financial assistance near community market place.,Government Services & Social Welfare,Pension & Financial Assistance,Government,High,One-time,No,None
SS00977,We need an automated digital technology system for biometric & doorstep pension delivery verification to monitor this issue continuously.,Government Services & Social Welfare,Pension & Financial Assistance,Innovation,Medium,Recurring,Yes,Biometric & Doorstep Pension Delivery Verification
SS00978,Is problem ko permanently solve karne ke liye biometric & doorstep pension delivery verification ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Pension & Financial Assistance,Innovation,Medium,Occasional,Yes,Biometric & Doorstep Pension Delivery Verification
SS00979,नवीनतम तकनीक और biometric & doorstep pension delivery verification के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Pension & Financial Assistance,Innovation,High,Recurring,Yes,Biometric & Doorstep Pension Delivery Verification
SS00980,need AI and IoT smart solution for biometric & doorstep pension delivery verification,Government Services & Social Welfare,Pension & Financial Assistance,Innovation,Low,One-time,Yes,Biometric & Doorstep Pension Delivery Verification
SS00981,Developing an offline smart system for biometric & doorstep pension delivery verification will eliminate manual delays.,Government Services & Social Welfare,Pension & Financial Assistance,Innovation,Medium,Occasional,Yes,Biometric & Doorstep Pension Delivery Verification
SS00982,Abhi तुरंत department emergency team bheje aur future ke liye biometric & doorstep pension delivery verification ka early warning technology setup karein.,Government Services & Social Welfare,Pension & Financial Assistance,Hybrid,High,Recurring,Yes,Biometric & Doorstep Pension Delivery Verification
SS00983,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of biometric & doorstep pension delivery verification.,Government Services & Social Welfare,Pension & Financial Assistance,Hybrid,High,Persistent,Yes,Biometric & Doorstep Pension Delivery Verification
SS00984,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए biometric & doorstep pension delivery verification का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Pension & Financial Assistance,Hybrid,High,Recurring,Yes,Biometric & Doorstep Pension Delivery Verification
SS00985,urgent govt inspection today n smart AI tech for biometric & doorstep pension delivery verification for future plzz,Government Services & Social Welfare,Pension & Financial Assistance,Hybrid,High,Recurring,Yes,Biometric & Doorstep Pension Delivery Verification
SS00986,"Immediate administrative intervention needed now, accompanied by a university research solution for biometric & doorstep pension delivery verification.",Government Services & Social Welfare,Pension & Financial Assistance,Hybrid,Medium,Occasional,Yes,Biometric & Doorstep Pension Delivery Verification
SS00987,The administrative service for government scheme access is currently non-functional in our block.,Government Services & Social Welfare,Government Scheme Access,Government,Medium,Persistent,No,None
SS00988,"Pichle 10 din se government scheme access ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Government Scheme Access,Government,High,Occasional,No,None
SS00989,हमारे पंचायत में government scheme access से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Government Scheme Access,Government,Medium,Persistent,No,None
SS00990,"government scheme access issue in ward 5, officer not taking call",Government Services & Social Welfare,Government Scheme Access,Government,Low,Occasional,No,None
SS00991,government scheme access is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Government Scheme Access,Government,Medium,Occasional,No,None
SS00992,Block level grievance filed for government scheme access last month but service is still pending.,Government Services & Social Welfare,Government Scheme Access,Government,Low,One-time,No,None
SS00993,Urgent maintenance team required for government scheme access near community market place.,Government Services & Social Welfare,Government Scheme Access,Government,High,One-time,No,None
SS00994,We need an automated digital technology system for multilingual voice ai citizen scheme recommender to monitor this issue continuously.,Government Services & Social Welfare,Government Scheme Access,Innovation,Medium,Recurring,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS00995,Is problem ko permanently solve karne ke liye multilingual voice ai citizen scheme recommender ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Government Scheme Access,Innovation,Medium,Occasional,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS00996,नवीनतम तकनीक और multilingual voice ai citizen scheme recommender के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Government Scheme Access,Innovation,High,Recurring,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS00997,need AI and IoT smart solution for multilingual voice ai citizen scheme recommender,Government Services & Social Welfare,Government Scheme Access,Innovation,Low,One-time,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS00998,Developing an offline smart system for multilingual voice ai citizen scheme recommender will eliminate manual delays.,Government Services & Social Welfare,Government Scheme Access,Innovation,Medium,Occasional,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS00999,Abhi तुरंत department emergency team bheje aur future ke liye multilingual voice ai citizen scheme recommender ka early warning technology setup karein.,Government Services & Social Welfare,Government Scheme Access,Hybrid,High,Recurring,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS01000,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of multilingual voice ai citizen scheme recommender.,Government Services & Social Welfare,Government Scheme Access,Hybrid,High,Persistent,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS01001,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए multilingual voice ai citizen scheme recommender का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Government Scheme Access,Hybrid,High,Recurring,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS01002,urgent govt inspection today n smart AI tech for multilingual voice ai citizen scheme recommender for future plzz,Government Services & Social Welfare,Government Scheme Access,Hybrid,High,Recurring,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS01003,"Immediate administrative intervention needed now, accompanied by a university research solution for multilingual voice ai citizen scheme recommender.",Government Services & Social Welfare,Government Scheme Access,Hybrid,Medium,Occasional,Yes,Multilingual Voice AI Citizen Scheme Recommender
SS01004,The administrative service for public grievance & service delays is currently non-functional in our block.,Government Services & Social Welfare,Public Grievance & Service Delays,Government,Medium,Persistent,No,None
SS01005,"Pichle 10 din se public grievance & service delays ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Public Grievance & Service Delays,Government,High,Occasional,No,None
SS01006,हमारे पंचायत में public grievance & service delays से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Public Grievance & Service Delays,Government,Medium,Persistent,No,None
SS01007,"public grievance & service delays issue in ward 5, officer not taking call",Government Services & Social Welfare,Public Grievance & Service Delays,Government,Low,Occasional,No,None
SS01008,public grievance & service delays is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Public Grievance & Service Delays,Government,Medium,Occasional,No,None
SS01009,Block level grievance filed for public grievance & service delays last month but service is still pending.,Government Services & Social Welfare,Public Grievance & Service Delays,Government,Low,One-time,No,None
SS01010,Urgent maintenance team required for public grievance & service delays near community market place.,Government Services & Social Welfare,Public Grievance & Service Delays,Government,High,One-time,No,None
SS01011,We need an automated digital technology system for nlp citizen complaint routing & sla predictor to monitor this issue continuously.,Government Services & Social Welfare,Public Grievance & Service Delays,Innovation,Medium,Recurring,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01012,Is problem ko permanently solve karne ke liye nlp citizen complaint routing & sla predictor ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Public Grievance & Service Delays,Innovation,Medium,Occasional,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01013,नवीनतम तकनीक और nlp citizen complaint routing & sla predictor के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Public Grievance & Service Delays,Innovation,High,Recurring,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01014,need AI and IoT smart solution for nlp citizen complaint routing & sla predictor,Government Services & Social Welfare,Public Grievance & Service Delays,Innovation,Low,One-time,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01015,Developing an offline smart system for nlp citizen complaint routing & sla predictor will eliminate manual delays.,Government Services & Social Welfare,Public Grievance & Service Delays,Innovation,Medium,Occasional,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01016,Abhi तुरंत department emergency team bheje aur future ke liye nlp citizen complaint routing & sla predictor ka early warning technology setup karein.,Government Services & Social Welfare,Public Grievance & Service Delays,Hybrid,High,Recurring,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01017,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of nlp citizen complaint routing & sla predictor.,Government Services & Social Welfare,Public Grievance & Service Delays,Hybrid,High,Persistent,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01018,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए nlp citizen complaint routing & sla predictor का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Public Grievance & Service Delays,Hybrid,High,Recurring,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01019,urgent govt inspection today n smart AI tech for nlp citizen complaint routing & sla predictor for future plzz,Government Services & Social Welfare,Public Grievance & Service Delays,Hybrid,High,Recurring,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01020,"Immediate administrative intervention needed now, accompanied by a university research solution for nlp citizen complaint routing & sla predictor.",Government Services & Social Welfare,Public Grievance & Service Delays,Hybrid,Medium,Occasional,Yes,NLP Citizen Complaint Routing & SLA Predictor
SS01021,The administrative service for identity/record correction is currently non-functional in our block.,Government Services & Social Welfare,Identity/Record Correction,Government,Medium,Persistent,No,None
SS01022,"Pichle 10 din se identity/record correction ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Identity/Record Correction,Government,High,Occasional,No,None
SS01023,हमारे पंचायत में identity/record correction से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Identity/Record Correction,Government,Medium,Persistent,No,None
SS01024,"identity/record correction issue in ward 5, officer not taking call",Government Services & Social Welfare,Identity/Record Correction,Government,Low,Occasional,No,None
SS01025,identity/record correction is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Identity/Record Correction,Government,Medium,Occasional,No,None
SS01026,Block level grievance filed for identity/record correction last month but service is still pending.,Government Services & Social Welfare,Identity/Record Correction,Government,Low,One-time,No,None
SS01027,Urgent maintenance team required for identity/record correction near community market place.,Government Services & Social Welfare,Identity/Record Correction,Government,High,One-time,No,None
SS01028,We need an automated digital technology system for geospatial land record & identity mapping ai to monitor this issue continuously.,Government Services & Social Welfare,Identity/Record Correction,Innovation,Medium,Recurring,Yes,Geospatial Land Record & Identity Mapping AI
SS01029,Is problem ko permanently solve karne ke liye geospatial land record & identity mapping ai ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Identity/Record Correction,Innovation,Medium,Occasional,Yes,Geospatial Land Record & Identity Mapping AI
SS01030,नवीनतम तकनीक और geospatial land record & identity mapping ai के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Identity/Record Correction,Innovation,High,Recurring,Yes,Geospatial Land Record & Identity Mapping AI
SS01031,need AI and IoT smart solution for geospatial land record & identity mapping ai,Government Services & Social Welfare,Identity/Record Correction,Innovation,Low,One-time,Yes,Geospatial Land Record & Identity Mapping AI
SS01032,Developing an offline smart system for geospatial land record & identity mapping ai will eliminate manual delays.,Government Services & Social Welfare,Identity/Record Correction,Innovation,Medium,Occasional,Yes,Geospatial Land Record & Identity Mapping AI
SS01033,Abhi तुरंत department emergency team bheje aur future ke liye geospatial land record & identity mapping ai ka early warning technology setup karein.,Government Services & Social Welfare,Identity/Record Correction,Hybrid,High,Recurring,Yes,Geospatial Land Record & Identity Mapping AI
SS01034,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of geospatial land record & identity mapping ai.,Government Services & Social Welfare,Identity/Record Correction,Hybrid,High,Persistent,Yes,Geospatial Land Record & Identity Mapping AI
SS01035,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए geospatial land record & identity mapping ai का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Identity/Record Correction,Hybrid,High,Recurring,Yes,Geospatial Land Record & Identity Mapping AI
SS01036,urgent govt inspection today n smart AI tech for geospatial land record & identity mapping ai for future plzz,Government Services & Social Welfare,Identity/Record Correction,Hybrid,High,Recurring,Yes,Geospatial Land Record & Identity Mapping AI
SS01037,"Immediate administrative intervention needed now, accompanied by a university research solution for geospatial land record & identity mapping ai.",Government Services & Social Welfare,Identity/Record Correction,Hybrid,Medium,Occasional,Yes,Geospatial Land Record & Identity Mapping AI
SS01038,The administrative service for citizen information access is currently non-functional in our block.,Government Services & Social Welfare,Citizen Information Access,Government,Medium,Persistent,No,None
SS01039,"Pichle 10 din se citizen information access ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Citizen Information Access,Government,High,Occasional,No,None
SS01040,हमारे पंचायत में citizen information access से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Citizen Information Access,Government,Medium,Persistent,No,None
SS01041,"citizen information access issue in ward 5, officer not taking call",Government Services & Social Welfare,Citizen Information Access,Government,Low,Occasional,No,None
SS01042,citizen information access is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Citizen Information Access,Government,Medium,Occasional,No,None
SS01043,Block level grievance filed for citizen information access last month but service is still pending.,Government Services & Social Welfare,Citizen Information Access,Government,Low,One-time,No,None
SS01044,Urgent maintenance team required for citizen information access near community market place.,Government Services & Social Welfare,Citizen Information Access,Government,High,One-time,No,None
SS01045,We need an automated digital technology system for offline smart kiosk for rural citizen services to monitor this issue continuously.,Government Services & Social Welfare,Citizen Information Access,Innovation,Medium,Recurring,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01046,Is problem ko permanently solve karne ke liye offline smart kiosk for rural citizen services ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Citizen Information Access,Innovation,Medium,Occasional,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01047,नवीनतम तकनीक और offline smart kiosk for rural citizen services के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Citizen Information Access,Innovation,High,Recurring,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01048,need AI and IoT smart solution for offline smart kiosk for rural citizen services,Government Services & Social Welfare,Citizen Information Access,Innovation,Low,One-time,Yes,Offline Smart Kiosk for Rural Citizen Services
