complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS04174,प्रशासन से तुरंत biomass waste utilization deficit के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS04175,urgent govt inspection today for biomass waste utilization deficit n smart AI tech for future plzz,Energy Innovation & Microgrids,Biomass Waste Utilization Deficit,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Energy Innovation Department,Service Delivery,Govt Action + University R&D
SS04176,streetlight #17 near village school is broken and dark at night,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,Occasional,No,None,1200,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04177,"Individual Broken Streetlight #17 Near School in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,High,Persistent,No,None,1200,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04178,"Pichle 15 din se individual broken streetlight #17 near school ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,High,Occasional,No,None,1200,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04179,हमारे पंचायत में individual broken streetlight #17 near school से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Persistent,No,None,150,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04180,individual broken streetlight #17 near school issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,Occasional,No,None,150,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04181,gaov me individual broken streetlight #17 near school kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Occasional,No,None,150,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04182,Block level grievance filed for individual broken streetlight #17 near school last month but service is pending.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,One-time,No,None,1200,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04183,Urgent maintenance team required for individual broken streetlight #17 near school near village center.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,High,One-time,No,None,1200,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04184,Public facility for individual broken streetlight #17 near school has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,Persistent,No,None,1200,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04185,Gaon me individual broken streetlight #17 near school work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Occasional,No,None,450,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04186,"ग्राम पंचायत में individual broken streetlight #17 near school की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Persistent,No,None,8500,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04187,We need an automated digital technology system for individual broken streetlight #17 near school (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,University R&D
SS04188,Is individual broken streetlight #17 near school problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,University R&D
SS04189,नवीनतम तकनीक और एआई मॉडल के माध्यम से individual broken streetlight #17 near school का स्वचालित समाधान किया जाना चाहिए।,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,"Digital Governance, AI Department",Infrastructure,University R&D
SS04190,need AI and IoT smart technology solution for individual broken streetlight #17 near school,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,"Digital Governance, AI Department",Infrastructure,University R&D
SS04191,Developing an offline smart system for individual broken streetlight #17 near school will eliminate manual delays.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,University R&D
SS04192,University student startup project required for individual broken streetlight #17 near school technological innovation.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,University R&D
SS04193,Abhi तुरंत department emergency team bheje for individual broken streetlight #17 near school aur future ke liye early warning technology setup karein.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04194,Har monsoon/season individual broken streetlight #17 near school me ye issue hota hai. Immediate repair along with long-term technological innovation.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04195,प्रशासन से तुरंत individual broken streetlight #17 near school के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,State Department,"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04196,urgent govt inspection today for individual broken streetlight #17 near school n smart AI tech for future plzz,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04197,handpump handle #2 broken at panchayat ward 2 water stopped,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Occasional,No,None,150,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04198,"Single Broken Handpump Handle at Panchayat Ward 2 in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,High,Persistent,No,None,450,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04199,"Pichle 15 din se single broken handpump handle at panchayat ward 2 ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,High,Occasional,No,None,3500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04200,हमारे पंचायत में single broken handpump handle at panchayat ward 2 से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Persistent,No,None,3500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04201,single broken handpump handle at panchayat ward 2 issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Low,Occasional,No,None,8500,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04202,gaov me single broken handpump handle at panchayat ward 2 kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Occasional,No,None,1200,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04203,Block level grievance filed for single broken handpump handle at panchayat ward 2 last month but service is pending.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Low,One-time,No,None,8500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04204,Urgent maintenance team required for single broken handpump handle at panchayat ward 2 near village center.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,High,One-time,No,None,1200,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04205,Public facility for single broken handpump handle at panchayat ward 2 has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Low,Persistent,No,None,3500,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04206,Gaon me single broken handpump handle at panchayat ward 2 work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Occasional,No,None,1200,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04207,"ग्राम पंचायत में single broken handpump handle at panchayat ward 2 की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Persistent,No,None,3500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS04208,We need an automated digital technology system for single broken handpump handle at panchayat ward 2 (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,University R&D
SS04209,Is single broken handpump handle at panchayat ward 2 problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,"Digital Governance, AI Department",Infrastructure,University R&D
SS04210,नवीनतम तकनीक और एआई मॉडल के माध्यम से single broken handpump handle at panchayat ward 2 का स्वचालित समाधान किया जाना चाहिए।,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,"Digital Governance, AI Department",Infrastructure,University R&D
SS04211,need AI and IoT smart technology solution for single broken handpump handle at panchayat ward 2,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,University R&D
SS04212,Developing an offline smart system for single broken handpump handle at panchayat ward 2 will eliminate manual delays.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,"Digital Governance, AI Department",Infrastructure,University R&D
SS04213,University student startup project required for single broken handpump handle at panchayat ward 2 technological innovation.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,University R&D
SS04214,Abhi तुरंत department emergency team bheje for single broken handpump handle at panchayat ward 2 aur future ke liye early warning technology setup karein.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04215,Har monsoon/season single broken handpump handle at panchayat ward 2 me ye issue hota hai. Immediate repair along with long-term technological innovation.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,State Department,"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04216,प्रशासन से तुरंत single broken handpump handle at panchayat ward 2 के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04217,urgent govt inspection today for single broken handpump handle at panchayat ward 2 n smart AI tech for future plzz,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS04218,"Classroom Fan & Light Switch Box Burnt in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,High,Persistent,No,None,8500,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04219,"Pichle 15 din se classroom fan & light switch box burnt ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,High,Occasional,No,None,1200,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04220,हमारे पंचायत में classroom fan & light switch box burnt से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Medium,Persistent,No,None,450,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04221,classroom fan & light switch box burnt issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Low,Occasional,No,None,8500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04222,gaov me classroom fan & light switch box burnt kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Medium,Occasional,No,None,150,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04223,Block level grievance filed for classroom fan & light switch box burnt last month but service is pending.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Low,One-time,No,None,150,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04224,Urgent maintenance team required for classroom fan & light switch box burnt near village center.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,High,One-time,No,None,450,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04225,Public facility for classroom fan & light switch box burnt has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Low,Persistent,No,None,3500,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04226,Gaon me classroom fan & light switch box burnt work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Medium,Occasional,No,None,450,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04227,"ग्राम पंचायत में classroom fan & light switch box burnt की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Government,Medium,Persistent,No,None,1200,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04228,We need an automated digital technology system for classroom fan & light switch box burnt (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04229,Is classroom fan & light switch box burnt problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04230,नवीनतम तकनीक और एआई मॉडल के माध्यम से classroom fan & light switch box burnt का स्वचालित समाधान किया जाना चाहिए।,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,University R&D
SS04231,need AI and IoT smart technology solution for classroom fan & light switch box burnt,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,"Digital Governance, AI Department",Service Delivery,University R&D
SS04232,Developing an offline smart system for classroom fan & light switch box burnt will eliminate manual delays.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04233,University student startup project required for classroom fan & light switch box burnt technological innovation.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,"Digital Governance, AI Department",Service Delivery,University R&D
SS04234,Abhi तुरंत department emergency team bheje for classroom fan & light switch box burnt aur future ke liye early warning technology setup karein.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04235,Har monsoon/season classroom fan & light switch box burnt me ye issue hota hai. Immediate repair along with long-term technological innovation.,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04236,प्रशासन से तुरंत classroom fan & light switch box burnt के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04237,urgent govt inspection today for classroom fan & light switch box burnt n smart AI tech for future plzz,"Digital Governance, AI & Micro Problems",Classroom Fan & Light Switch Box Burnt,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04238,"Single Choked Drain Culvert Causing Overflow in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,High,Persistent,No,None,3500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04239,"Pichle 15 din se single choked drain culvert causing overflow ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,High,Occasional,No,None,8500,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04240,हमारे पंचायत में single choked drain culvert causing overflow से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Medium,Persistent,No,None,8500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04241,single choked drain culvert causing overflow issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Low,Occasional,No,None,8500,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04242,gaov me single choked drain culvert causing overflow kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Medium,Occasional,No,None,1200,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04243,Block level grievance filed for single choked drain culvert causing overflow last month but service is pending.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Low,One-time,No,None,150,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04244,Urgent maintenance team required for single choked drain culvert causing overflow near village center.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,High,One-time,No,None,3500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04245,Public facility for single choked drain culvert causing overflow has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Low,Persistent,No,None,3500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04246,Gaon me single choked drain culvert causing overflow work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Medium,Occasional,No,None,8500,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04247,"ग्राम पंचायत में single choked drain culvert causing overflow की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Government,Medium,Persistent,No,None,8500,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04248,We need an automated digital technology system for single choked drain culvert causing overflow (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,"Digital Governance, AI Department",Service Delivery,University R&D
SS04249,Is single choked drain culvert causing overflow problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04250,नवीनतम तकनीक और एआई मॉडल के माध्यम से single choked drain culvert causing overflow का स्वचालित समाधान किया जाना चाहिए।,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,University R&D
SS04251,need AI and IoT smart technology solution for single choked drain culvert causing overflow,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,University R&D
SS04252,Developing an offline smart system for single choked drain culvert causing overflow will eliminate manual delays.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,"Digital Governance, AI Department",Service Delivery,University R&D
SS04253,University student startup project required for single choked drain culvert causing overflow technological innovation.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,University R&D
SS04254,Abhi तुरंत department emergency team bheje for single choked drain culvert causing overflow aur future ke liye early warning technology setup karein.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04255,Har monsoon/season single choked drain culvert causing overflow me ye issue hota hai. Immediate repair along with long-term technological innovation.,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04256,प्रशासन से तुरंत single choked drain culvert causing overflow के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04257,urgent govt inspection today for single choked drain culvert causing overflow n smart AI tech for future plzz,"Digital Governance, AI & Micro Problems",Single Choked Drain Culvert Causing Overflow,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04258,"Biometric Scanner Error at Village CSC Kiosk in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,High,Persistent,No,None,3500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04259,"Pichle 15 din se biometric scanner error at village csc kiosk ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,High,Occasional,No,None,450,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04260,हमारे पंचायत में biometric scanner error at village csc kiosk से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Medium,Persistent,No,None,1200,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04261,biometric scanner error at village csc kiosk issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Low,Occasional,No,None,150,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04262,gaov me biometric scanner error at village csc kiosk kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Medium,Occasional,No,None,3500,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04263,Block level grievance filed for biometric scanner error at village csc kiosk last month but service is pending.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Low,One-time,No,None,8500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
